"Timestamp","What was your undergraduate major (roughly)?","Do you have a masters degree already?","What is your favorite animal?","Have you used R before?","Are you having fun using R?"
"2020/09/10 12:06:14 PM EST","Political Science/Government","Yes","Stuffed animals!","Yes","Yes"
